"a_number","b_number","duration","calleeCarrier","weight","startTime","callDay","startDate"
"904","845","49","","1.0","13.0239","Friday","20151009"
"904","845","123","","1.0","16.2522","Thursday","20151008"
"904","1173","53","","1.0","21.1954","Thursday","20151008"
"904","1173","30","","1.0","13.2659","Monday","20151005"
"904","845","1088","","1.0","12.3243","Saturday","20151010"
"904","845","161","","1.0","13.3137","Thursday","20151008"
"904","896","84","","1.0","9.1415","Wednesday","20151007"
"904","1173","31","","1.0","17.1305","Tuesday","20151006"
"904","1173","95","","1.0","9.2028","Monday","20151005"
"904","845","98","","1.0","13.3043","Wednesday","20151007"
"904","845","73","","1.0","15.4236","Saturday","20151010"
"904","1173","25","","1.0","21.4836","Thursday","20151008"
"904","1169","3","","1.0","15.0217","Wednesday","20151007"
"904","845","741","","1.0","15.4356","Saturday","20151010"
"904","1367","13","","1.0","18.3913","Sunday","20151011"
"904","1173","183","","1.0","9.1124","Thursday","20151008"
"904","845","69","","1.0","13.0117","Friday","20151009"
"904","1169","342","","1.0","14.5333","Wednesday","20151007"
"904","1169","6","","1.0","15.0231","Wednesday","20151007"
"904","845","152","","1.0","12.2831","Wednesday","20151007"
"904","896","87","","1.0","12.5116","Tuesday","20151006"
"904","896","128","","1.0","10.1915","Monday","20151005"
"904","845","138","","1.0","18.0245","Monday","20151005"
"904","1173","62","","1.0","17.0628","Tuesday","20151006"
"904","1052","144","","1.0","16.1547","Wednesday","20151007"
"904","845","124","","1.0","11.4758","Tuesday","20151006"
"1052","1169","52","","1.0","17.5447","Saturday","20151010"
"1052","1169","30","","1.0","14.0031","Saturday","20151010"
"1052","1169","15","","1.0","21.4022","Friday","20151009"
"1052","1169","48","","1.0","12.2626","Friday","20151009"
"1052","1169","16","","1.0","9.3914","Friday","20151009"
"1052","1169","25","","1.0","12.3622","Saturday","20151010"
"1052","1169","35","","1.0","12.2554","Saturday","20151010"
"1052","1169","4","","1.0","12.3259","Saturday","20151010"
"1052","1382","129","","1.0","11.5151","Friday","20151009"
"1052","1382","129","","1.0","11.5151","Friday","20151009"
"1052","621","21","","1.0","20.3037","Tuesday","20151006"
"1052","621","21","","1.0","20.3037","Tuesday","20151006"
"1086","1052","15","","1.0","9.5117","Thursday","20151008"
"1086","1052","22","","1.0","9.2429","Thursday","20151008"
"1086","1052","192","","1.0","17.1103","Wednesday","20151007"
"1318","1269","97","","1.0","0.5926","Friday","20151009"
"1318","1269","97","","1.0","0.5926","Friday","20151009"
"1318","870","381","","1.0","0.4513","Friday","20151009"
"1318","870","381","","1.0","0.4513","Friday","20151009"
"1052","1195","32","","1.0","7.3151","Tuesday","20151006"
"1052","1328","110","","1.0","13.3641","Friday","20151009"
"1052","1195","82","","1.0","18.4906","Friday","20151009"
"1052","1196","7","","1.0","16.112","Saturday","20151010"
"1052","1328","110","","1.0","13.3641","Friday","20151009"
"1052","1173","69","","1.0","20.3347","Friday","20151009"
"1052","1328","44","","1.0","18.4519","Friday","20151009"
"1052","1195","14","","1.0","20.3104","Friday","20151009"
"1052","1195","32","","1.0","7.3151","Tuesday","20151006"
"1052","1196","7","","1.0","16.112","Saturday","20151010"
"1052","1195","24","","1.0","18.4308","Saturday","20151010"
"1052","1195","24","","1.0","18.4308","Saturday","20151010"
"1052","1328","44","","1.0","18.4519","Friday","20151009"
"1052","1328","67","","1.0","14.5524","Friday","20151009"
"1052","1328","67","","1.0","14.5524","Friday","20151009"
"1052","1173","69","","1.0","20.3347","Friday","20151009"
"1052","1195","14","","1.0","20.3104","Friday","20151009"
"1052","1195","140","","1.0","18.2147","Saturday","20151010"
"1052","1195","140","","1.0","18.2147","Saturday","20151010"
"1052","1195","82","","1.0","18.4906","Friday","20151009"
"1075","1003","171","","1.0","19.1058","Sunday","20151011"
"1075","1003","171","","1.0","19.1058","Sunday","20151011"
"1273","1269","146","","1.0","22.1857","Sunday","20151011"
"1273","1269","146","","1.0","22.1857","Sunday","20151011"
"1273","1332","12","","1.0","12.4101","Monday","20151005"
"1273","1332","12","","1.0","12.4101","Monday","20151005"
"1052","867","146","","1.0","13.3227","Sunday","20151011"
"1052","867","8","","1.0","15.2343","Wednesday","20151007"
"1052","867","178","","1.0","13.2745","Sunday","20151011"
"1052","1196","13","","1.0","10.2327","Friday","20151009"
"1052","867","135","","1.0","15.2104","Wednesday","20151007"
"1052","1102","241","","1.0","20.4941","Friday","20151009"
"1052","867","19","","1.0","13.3052","Sunday","20151011"
"1052","1196","52","","1.0","19.3456","Thursday","20151008"
"1052","1296","250","","1.0","8.5233","Tuesday","20151006"
"1052","1296","197","","1.0","9.3805","Friday","20151009"
"1052","1102","241","","1.0","20.4941","Friday","20151009"
"1052","867","146","","1.0","13.3227","Sunday","20151011"
"1052","867","8","","1.0","15.2343","Wednesday","20151007"
"1052","1196","13","","1.0","10.2327","Friday","20151009"
"1052","1196","175","","1.0","20.3115","Wednesday","20151007"
"1052","1196","175","","1.0","20.3115","Wednesday","20151007"
"1052","1296","160","","1.0","0.5001","Thursday","20151008"
"1052","1296","160","","1.0","0.5001","Thursday","20151008"
"1052","1371","4","","1.0","20.3509","Thursday","20151008"
"1052","1371","4","","1.0","20.3509","Thursday","20151008"
"1052","867","178","","1.0","13.2745","Sunday","20151011"
"1052","1196","220","","1.0","20.3642","Thursday","20151008"
"1052","1196","220","","1.0","20.3642","Thursday","20151008"
"1052","867","135","","1.0","15.2104","Wednesday","20151007"
"1052","1296","558","","1.0","0.4029","Thursday","20151008"
"1052","1296","558","","1.0","0.4029","Thursday","20151008"
"1052","867","19","","1.0","13.3052","Sunday","20151011"
"1052","1296","250","","1.0","8.5233","Tuesday","20151006"
"1052","1196","52","","1.0","19.3456","Thursday","20151008"
"1052","1296","197","","1.0","9.3805","Friday","20151009"
"1052","867","20","","1.0","15.1948","Wednesday","20151007"
"1052","867","20","","1.0","15.1948","Wednesday","20151007"
"1052","1307","43","","1.0","16.4132","Wednesday","20151007"
"1052","568","12","","1.0","13.1821","Wednesday","20151007"
"1052","1307","19","","1.0","19.2956","Wednesday","20151007"
"1052","1080","25","","1.0","18.1746","Friday","20151009"
"1052","1080","44","","1.0","18.1946","Friday","20151009"
"1052","1080","100","","1.0","10.572","Thursday","20151008"
"1052","1307","1280","","1.0","12.0834","Wednesday","20151007"
"1052","1080","38","","1.0","10.4756","Thursday","20151008"
"1052","1080","61","","1.0","17.1922","Thursday","20151008"
"1052","1080","25","","1.0","18.1746","Friday","20151009"
"1052","1080","44","","1.0","18.1946","Friday","20151009"
"1052","1080","57","","1.0","16.4112","Friday","20151009"
"1052","1080","57","","1.0","16.4112","Friday","20151009"
"1052","1080","61","","1.0","17.1922","Thursday","20151008"
"1052","1307","1280","","1.0","12.0834","Wednesday","20151007"
"1052","1080","100","","1.0","10.572","Thursday","20151008"
"1052","1080","37","","1.0","10.1929","Thursday","20151008"
"1052","1080","37","","1.0","10.1929","Thursday","20151008"
"1052","1080","38","","1.0","10.4756","Thursday","20151008"
"904","1150","172","","1.0","12.0852","Monday","20151005"
"1288","1118","439","","1.0","16.5533","Saturday","20151010"
"1288","1118","886","","1.0","19.5448","Saturday","20151010"
"1288","870","22","","1.0","22.592","Friday","20151009"
"1288","1118","32","","1.0","19.5404","Saturday","20151010"
"1288","870","751","","1.0","23.0208","Friday","20151009"
"1052","621","35","","1.0","12.3616","Friday","20151009"
"1052","1371","41","","1.0","23.16","Friday","20151009"
"1052","621","8","","1.0","22.4913","Friday","20151009"
"1052","621","35","","1.0","22.4106","Friday","20151009"
"1052","1371","27","","1.0","23.152","Friday","20151009"
"1052","621","19","","1.0","16.5548","Sunday","20151011"
"1052","1371","40","","1.0","18.1809","Thursday","20151008"
"1052","621","27","","1.0","16.054","Wednesday","20151007"
"1052","621","34","","1.0","21.2359","Sunday","20151011"
"1052","1340","30","","1.0","15.284","Thursday","20151008"
"1052","1352","28","","1.0","19.5712","Tuesday","20151006"
"1052","1215","14","","1.0","18.223","Friday","20151009"
"1052","1307","135","","1.0","13.264","Friday","20151009"
"1052","1116","22","","1.0","15.5512","Thursday","20151008"
"1052","1218","26","","1.0","15.5648","Thursday","20151008"
"1052","1307","35","","1.0","20.1657","Friday","20151009"
"1052","1307","42","","1.0","17.4436","Thursday","20151008"
"1052","621","10","","1.0","16.323","Monday","20151005"
"1052","1307","135","","1.0","13.264","Friday","20151009"
"1052","1215","14","","1.0","17.1522","Thursday","20151008"
"1052","1307","32","","1.0","20.0151","Tuesday","20151006"
"1052","621","5","","1.0","16.0522","Monday","20151005"
"1052","621","669","","1.0","0.0303","Monday","20151005"
"1052","1340","30","","1.0","15.284","Thursday","20151008"
"1052","1352","28","","1.0","19.5712","Tuesday","20151006"
"1052","1352","72","","1.0","18.5052","Thursday","20151008"
"1052","1307","34","","1.0","19.5304","Friday","20151009"
"1052","1307","20","","1.0","1.1626","Sunday","20151011"
"1052","1307","48","","1.0","16.0041","Tuesday","20151006"
"1052","1218","26","","1.0","15.5648","Thursday","20151008"
"1052","1307","181","","1.0","19.2656","Friday","20151009"
"1052","1307","42","","1.0","17.4436","Thursday","20151008"
"1052","1215","27","","1.0","15.4914","Thursday","20151008"
"1052","1215","27","","1.0","15.4914","Thursday","20151008"
"1052","1215","14","","1.0","18.223","Friday","20151009"
"1052","1307","34","","1.0","19.5304","Friday","20151009"
"1052","621","5","","1.0","16.0522","Monday","20151005"
"1052","621","10","","1.0","16.323","Monday","20151005"
"1052","621","669","","1.0","0.0303","Monday","20151005"
"1052","1307","42","","1.0","20.1156","Friday","20151009"
"1052","1307","42","","1.0","20.1156","Friday","20151009"
"1052","1307","20","","1.0","1.1626","Sunday","20151011"
"1052","1307","32","","1.0","20.0151","Tuesday","20151006"
"1052","1215","14","","1.0","17.1522","Thursday","20151008"
"1052","1352","72","","1.0","18.5052","Thursday","20151008"
"1052","1116","22","","1.0","15.5512","Thursday","20151008"
"1052","1307","53","","1.0","9.5452","Thursday","20151008"
"1052","1307","53","","1.0","9.5452","Thursday","20151008"
"1052","1307","25","","1.0","16.5904","Friday","20151009"
"1052","1307","41","","1.0","19.4057","Friday","20151009"
"1052","1307","41","","1.0","19.4057","Friday","20151009"
"1052","1307","25","","1.0","16.5904","Friday","20151009"
"1052","1335","46","","1.0","18.2035","Friday","20151009"
"1052","1335","46","","1.0","18.2035","Friday","20151009"
"1052","1307","9","","1.0","19.2717","Wednesday","20151007"
"1052","1307","9","","1.0","19.2717","Wednesday","20151007"
"1052","1307","17","","1.0","10.2831","Friday","20151009"
"1052","1307","17","","1.0","10.2831","Friday","20151009"
"1052","1307","5","","1.0","16.4319","Wednesday","20151007"
"1052","1307","5","","1.0","16.4319","Wednesday","20151007"
"1052","1307","181","","1.0","19.2656","Friday","20151009"
"1052","1307","48","","1.0","16.0041","Tuesday","20151006"
"1052","1307","27","","1.0","7.4745","Saturday","20151010"
"1052","1307","27","","1.0","7.4745","Saturday","20151010"
"1052","1307","35","","1.0","20.1657","Friday","20151009"
"1307","1392","27","","1.0","13.0219","Wednesday","20151007"
"1307","958","26","","1.0","17.4051","Thursday","20151008"
"1307","897","21","","1.0","16.4709","Tuesday","20151006"
"1307","1116","25","","1.0","17.2127","Friday","20151009"
"1307","897","16","","1.0","13.1756","Monday","20151005"
"1307","897","35","","1.0","16.4942","Wednesday","20151007"
"1307","1116","45","","1.0","9.3432","Friday","20151009"
"1307","1116","37","","1.0","18.2741","Wednesday","20151007"
"1307","958","27","","1.0","19.2805","Thursday","20151008"
"1307","958","10","","1.0","17.4356","Thursday","20151008"
"1278","1380","66","","1.0","15.2712","Sunday","20151011"
"1278","1333","293","","1.0","10.4741","Tuesday","20151006"
"1278","1333","61","","1.0","10.4618","Tuesday","20151006"
"1278","1333","293","","1.0","10.4741","Tuesday","20151006"
"1278","1380","66","","1.0","15.2712","Sunday","20151011"
"1278","1380","42","","1.0","14.5329","Sunday","20151011"
"1278","1380","42","","1.0","14.5329","Sunday","20151011"
"1278","1333","61","","1.0","10.4618","Tuesday","20151006"
"1332","929","17","","1.0","14.3316","Wednesday","20151007"
"1332","1326","42","","1.0","19.2709","Saturday","20151010"
"1332","929","17","","1.0","14.3316","Wednesday","20151007"
"1332","929","61","","1.0","16.3334","Monday","20151005"
"1332","929","61","","1.0","16.3334","Monday","20151005"
"1332","929","15","","1.0","16.3449","Monday","20151005"
"1332","929","15","","1.0","16.3449","Monday","20151005"
"1332","1326","42","","1.0","19.2709","Saturday","20151010"
"1332","1041","84","","1.0","10.5213","Wednesday","20151007"
"1332","1041","84","","1.0","10.5213","Wednesday","20151007"
"1081","1169","150","","1.0","20.5956","Thursday","20151008"
"1081","1307","40","","1.0","18.4246","Sunday","20151011"
"1081","1328","29","","1.0","9.3402","Thursday","20151008"
"1081","1333","45","","1.0","14.4312","Thursday","20151008"
"1081","1307","95","","1.0","22.18","Thursday","20151008"
"1081","1328","1040","","1.0","22.5055","Thursday","20151008"
"1335","1318","55","","1.0","9.4458","Monday","20151005"
"1335","1222","38","","1.0","19.5027","Thursday","20151008"
"1335","1286","38","","1.0","13.3723","Monday","20151005"
"982","1173","32","","1.0","18.1239","Monday","20151005"
"982","1173","32","","1.0","18.1239","Monday","20151005"
"1326","1241","40","","1.0","11.263","Wednesday","20151007"
"1326","867","305","","1.0","10.4054","Tuesday","20151006"
"1326","867","86","","1.0","12.251","Monday","20151005"
"1326","867","524","","1.0","11.2313","Friday","20151009"
"1326","867","912","","1.0","16.0452","Friday","20151009"
"1326","1076","108","","1.0","20.0733","Saturday","20151010"
"1326","867","274","","1.0","12.5902","Wednesday","20151007"
"1326","1336","99","","1.0","16.1806","Thursday","20151008"
"1326","867","177","","1.0","14.2238","Monday","20151005"
"1326","867","169","","1.0","18.2452","Friday","20151009"
"1326","1241","40","","1.0","11.263","Wednesday","20151007"
"1326","867","177","","1.0","14.2238","Monday","20151005"
"1326","867","524","","1.0","11.2313","Friday","20151009"
"1326","867","86","","1.0","12.251","Monday","20151005"
"1326","867","305","","1.0","10.4054","Tuesday","20151006"
"1326","867","912","","1.0","16.0452","Friday","20151009"
"1326","867","169","","1.0","18.2452","Friday","20151009"
"1326","867","274","","1.0","12.5902","Wednesday","20151007"
"1326","1076","108","","1.0","20.0733","Saturday","20151010"
"1326","1336","99","","1.0","16.1806","Thursday","20151008"
"1218","1108","69","","1.0","12.3907","Wednesday","20151007"
"1218","1108","547","","1.0","16.2628","Tuesday","20151006"
"1218","1130","44","","1.0","16.2104","Tuesday","20151006"
"1218","1108","137","","1.0","16.2208","Tuesday","20151006"
"1239","897","85","","1.0","17.3518","Thursday","20151008"
"1239","897","153","","1.0","14.0014","Friday","20151009"
"1239","1107","41","","1.0","9.0345","Wednesday","20151007"
"1239","897","23","","1.0","15.3047","Friday","20151009"
"1239","897","37","","1.0","16.4155","Friday","20151009"
"1239","897","10","","1.0","14.4623","Friday","20151009"
"1236","1307","28","","1.0","9.591","Monday","20151005"
"1236","1247","23","","1.0","12.311","Monday","20151005"
"1236","1247","26","","1.0","15.4354","Thursday","20151008"
"1236","1307","26","","1.0","10.2016","Monday","20151005"
"1236","1307","69","","1.0","17.4728","Thursday","20151008"
"1236","1307","28","","1.0","9.591","Monday","20151005"
"1236","1247","23","","1.0","12.311","Monday","20151005"
"1236","1247","26","","1.0","15.4354","Thursday","20151008"
"1236","1307","9","","1.0","13.1341","Tuesday","20151006"
"1236","1307","39","","1.0","17.5348","Thursday","20151008"
"1236","1307","39","","1.0","17.5348","Thursday","20151008"
"1236","1307","26","","1.0","10.2016","Monday","20151005"
"1236","1307","69","","1.0","17.4728","Thursday","20151008"
"1236","1307","9","","1.0","13.1341","Tuesday","20151006"
"1236","1247","20","","1.0","10.531","Thursday","20151008"
"1236","1247","20","","1.0","10.531","Thursday","20151008"
"1336","1331","55","","1.0","6.3613","Wednesday","20151007"
"1336","1331","33","","1.0","6.3722","Wednesday","20151007"
"1336","1331","23","","1.0","6.5629","Wednesday","20151007"
"1336","1273","24","","1.0","18.2824","Monday","20151005"
"1336","1273","24","","1.0","18.2824","Monday","20151005"
"1336","1331","55","","1.0","6.3613","Wednesday","20151007"
"1336","1331","23","","1.0","6.5629","Wednesday","20151007"
"1336","1331","33","","1.0","6.3722","Wednesday","20151007"
"1332","1269","153","","1.0","23.3025","Sunday","20151011"
"1332","870","149","","1.0","23.3335","Sunday","20151011"
"1332","1269","153","","1.0","23.3025","Sunday","20151011"
"1332","1269","92","","1.0","21.2709","Sunday","20151011"
"1332","1269","92","","1.0","21.2709","Sunday","20151011"
"1332","870","149","","1.0","23.3335","Sunday","20151011"
"1332","1227","101","","1.0","5.1108","Saturday","20151010"
"1332","1227","101","","1.0","5.1108","Saturday","20151010"
"1371","1023","5","","1.0","16.1455","Wednesday","20151007"
"1371","1004","8","","1.0","6.311","Tuesday","20151006"
"1371","1004","8","","1.0","6.311","Tuesday","20151006"
"1371","1004","9","","1.0","6.325","Monday","20151005"
"1371","1004","9","","1.0","6.325","Monday","20151005"
"1371","1023","5","","1.0","16.1455","Wednesday","20151007"
"1371","1004","13","","1.0","6.2749","Thursday","20151008"
"1371","1004","13","","1.0","6.2749","Thursday","20151008"
"958","1215","457","","1.0","15.5354","Sunday","20151011"
"958","1215","457","","1.0","15.5354","Sunday","20151011"
"1327","1273","18","","1.0","11.3128","Thursday","20151008"
"1327","1304","44","","1.0","13.0937","Tuesday","20151006"
"1327","1273","79","","1.0","10.2003","Saturday","20151010"
"1327","1273","34","","1.0","13.3655","Friday","20151009"
"1327","1273","18","","1.0","11.3128","Thursday","20151008"
"1327","1273","79","","1.0","10.2003","Saturday","20151010"
"1327","1304","44","","1.0","13.0937","Tuesday","20151006"
"1327","1304","15","","1.0","16.3951","Monday","20151005"
"1327","1304","15","","1.0","16.3951","Monday","20151005"
"1327","1273","34","","1.0","13.3655","Friday","20151009"
"1296","1003","13","","1.0","14.1832","Monday","20151005"
"1296","1003","100","","1.0","14.1643","Monday","20151005"
"1296","1003","13","","1.0","14.1832","Monday","20151005"
"1296","1003","100","","1.0","14.1643","Monday","20151005"
"1038","870","1","","1.0","6.4137","Friday","20151009"
"1038","870","213","","1.0","6.4208","Friday","20151009"
"1307","568","21","","1.0","12.4727","Saturday","20151010"
"1307","568","12","","1.0","9.2103","Saturday","20151010"
"1307","568","12","","1.0","14.5235","Thursday","20151008"
"1307","568","16","","1.0","15.3035","Thursday","20151008"
"1307","568","228","","1.0","18.432","Sunday","20151011"
"1307","568","60","","1.0","19.1956","Sunday","20151011"
"1307","568","67","","1.0","22.0048","Friday","20151009"
"1307","568","141","","1.0","22.1702","Friday","20151009"
"1307","568","15","","1.0","14.5642","Thursday","20151008"
"1307","568","210","","1.0","22.4344","Friday","20151009"
"1307","1236","11","","1.0","20.2842","Tuesday","20151006"
"1307","568","12","","1.0","9.2103","Saturday","20151010"
"1307","568","21","","1.0","12.4727","Saturday","20151010"
"1307","568","335","","1.0","16.2215","Saturday","20151010"
"1307","568","10","","1.0","15.2146","Thursday","20151008"
"1307","568","67","","1.0","22.0048","Friday","20151009"
"1307","568","60","","1.0","19.1956","Sunday","20151011"
"1307","1236","11","","1.0","20.2842","Tuesday","20151006"
"1307","568","14","","1.0","12.5902","Saturday","20151010"
"1307","568","14","","1.0","12.5902","Saturday","20151010"
"1307","568","141","","1.0","22.1702","Friday","20151009"
"1307","568","76","","1.0","11.0406","Thursday","20151008"
"1307","568","76","","1.0","11.0406","Thursday","20151008"
"1307","568","210","","1.0","22.4344","Friday","20151009"
"1307","568","16","","1.0","15.3035","Thursday","20151008"
"1307","568","35","","1.0","14.1311","Thursday","20151008"
"1307","568","35","","1.0","14.1311","Thursday","20151008"
"1307","568","15","","1.0","14.5642","Thursday","20151008"
"1307","568","28","","1.0","12.3043","Saturday","20151010"
"1307","568","28","","1.0","12.3043","Saturday","20151010"
"1307","568","240","","1.0","20.2658","Monday","20151005"
"1307","568","240","","1.0","20.2658","Monday","20151005"
"1307","568","12","","1.0","14.5235","Thursday","20151008"
"1307","568","228","","1.0","18.432","Sunday","20151011"
"1307","568","10","","1.0","15.2146","Thursday","20151008"
"1307","568","335","","1.0","16.2215","Saturday","20151010"
"1119","1380","202","","1.0","17.4459","Wednesday","20151007"
"1119","1380","202","","1.0","17.4459","Wednesday","20151007"
"1119","1380","500","","1.0","11.5344","Thursday","20151008"
"1119","1380","500","","1.0","11.5344","Thursday","20151008"
"1282","1086","174","","1.0","19.1723","Friday","20151009"
"1282","1086","174","","1.0","19.1723","Friday","20151009"
"929","1173","10","","1.0","17.0106","Thursday","20151008"
"929","1173","116","","1.0","20.0308","Thursday","20151008"
"929","1173","116","","1.0","20.0308","Thursday","20151008"
"929","1173","10","","1.0","17.0106","Thursday","20151008"
"975","1349","166","","1.0","13.3659","Tuesday","20151006"
"975","1349","166","","1.0","13.3659","Tuesday","20151006"
"1273","1381","59","","1.0","17.1211","Wednesday","20151007"
"1273","1212","8","","1.0","11.2142","Saturday","20151010"
"1273","1331","31","","1.0","14.374","Saturday","20151010"
"1273","1331","68","","1.0","8.5622","Wednesday","20151007"
"1273","1331","45","","1.0","10.0147","Saturday","20151010"
"1273","1381","79","","1.0","17.2142","Wednesday","20151007"
"1273","1119","77","","1.0","18.5752","Friday","20151009"
"1273","1331","31","","1.0","14.374","Saturday","20151010"
"1273","1119","66","","1.0","18.1512","Saturday","20151010"
"1273","1282","9","","1.0","13.1346","Friday","20151009"
"1273","1212","15","","1.0","14.3903","Thursday","20151008"
"1273","1331","18","","1.0","14.2843","Tuesday","20151006"
"1273","1331","45","","1.0","10.0147","Saturday","20151010"
"1273","1331","68","","1.0","8.5622","Wednesday","20151007"
"1273","1381","59","","1.0","17.1211","Wednesday","20151007"
"1273","1212","8","","1.0","11.2142","Saturday","20151010"
"1273","1381","79","","1.0","17.2142","Wednesday","20151007"
"1273","1119","77","","1.0","18.5752","Friday","20151009"
"1273","1282","9","","1.0","13.1346","Friday","20151009"
"1273","1119","66","","1.0","18.1512","Saturday","20151010"
"1273","1212","15","","1.0","14.3903","Thursday","20151008"
"1273","1331","18","","1.0","14.2843","Tuesday","20151006"
"654","1003","123","","1.0","13.1538","Tuesday","20151006"
"654","1003","123","","1.0","13.1538","Tuesday","20151006"
"654","1003","153","","1.0","13.0206","Tuesday","20151006"
"654","1003","153","","1.0","13.0206","Tuesday","20151006"
"1008","870","179","","1.0","13.4625","Friday","20151009"
"1008","870","179","","1.0","13.4625","Friday","20151009"
"1343","1003","546","","1.0","13.0919","Sunday","20151011"
"1343","1003","546","","1.0","13.0919","Sunday","20151011"
"1343","1286","22","","1.0","17.1733","Tuesday","20151006"
"1343","1286","22","","1.0","17.1733","Tuesday","20151006"
"1304","975","18","","1.0","7.0239","Thursday","20151008"
"1296","989","353","","1.0","18.2955","Thursday","20151008"
"1296","1307","29","","1.0","13.4106","Saturday","20151010"
"1296","1307","29","","1.0","13.4106","Saturday","20151010"
"1296","989","282","","1.0","9.1","Saturday","20151010"
"1296","989","282","","1.0","9.1","Saturday","20151010"
"1296","989","59","","1.0","9.0849","Saturday","20151010"
"1296","989","59","","1.0","9.0849","Saturday","20151010"
"1296","989","353","","1.0","18.2955","Thursday","20151008"
"1326","1394","211","","1.0","20.3309","Saturday","20151010"
"1326","867","171","","1.0","14.5751","Sunday","20151011"
"1326","1351","9","","1.0","19.0606","Monday","20151005"
"1326","867","196","","1.0","12.2045","Sunday","20151011"
"1326","1351","17","","1.0","19.0343","Monday","20151005"
"1326","1331","43","","1.0","10.1639","Friday","20151009"
"1326","867","778","","1.0","14.5449","Friday","20151009"
"1326","867","369","","1.0","13.1047","Wednesday","20151007"
"1326","867","405","","1.0","13.2401","Monday","20151005"
"1326","1394","59","","1.0","12.523","Friday","20151009"
"1326","1394","117","","1.0","10.1627","Wednesday","20151007"
"1326","1394","90","","1.0","12.4635","Friday","20151009"
"1326","867","279","","1.0","12.0555","Monday","20151005"
"1326","867","392","","1.0","10.4325","Friday","20151009"
"1326","1226","140","","1.0","19.5641","Tuesday","20151006"
"1326","867","307","","1.0","17.033","Friday","20151009"
"1326","867","291","","1.0","12.3107","Monday","20151005"
"1326","867","70","","1.0","10.0133","Friday","20151009"
"1326","867","260","","1.0","12.2518","Friday","20151009"
"1326","867","212","","1.0","18.1618","Monday","20151005"
"1326","1394","85","","1.0","13.0853","Friday","20151009"
"1326","867","158","","1.0","13.1535","Tuesday","20151006"
"1326","867","196","","1.0","12.2045","Sunday","20151011"
"1326","867","49","","1.0","13.3424","Friday","20151009"
"1326","1331","1","","1.0","10.5009","Friday","20151009"
"1326","867","58","","1.0","13.352","Friday","20151009"
"1326","867","1","","1.0","12.31","Monday","20151005"
"1326","1394","211","","1.0","20.3309","Saturday","20151010"
"1326","867","530","","1.0","10.313","Wednesday","20151007"
"1326","1394","16","","1.0","20.4829","Tuesday","20151006"
"1326","867","273","","1.0","15.302","Tuesday","20151006"
"1326","867","1","","1.0","14.5538","Sunday","20151011"
"1326","867","666","","1.0","18.2312","Monday","20151005"
"1326","867","17","","1.0","13.34","Friday","20151009"
"1326","867","264","","1.0","18.0422","Monday","20151005"
"1326","1120","268","","1.0","11.5254","Wednesday","20151007"
"1326","867","137","","1.0","11.4115","Sunday","20151011"
"1326","867","208","","1.0","17.4732","Monday","20151005"
"1326","867","199","","1.0","11.0424","Monday","20151005"
"1326","1118","540","","1.0","20.4204","Sunday","20151011"
"1326","1118","50","","1.0","20.4049","Sunday","20151011"
"1326","867","370","","1.0","11.0943","Monday","20151005"
"1326","867","434","","1.0","14.1748","Friday","20151009"
"1326","867","477","","1.0","12.3104","Wednesday","20151007"
"1326","867","151","","1.0","12.2508","Wednesday","20151007"
"1326","1394","85","","1.0","13.0853","Friday","20151009"
"1326","867","158","","1.0","13.1535","Tuesday","20151006"
"1326","1351","9","","1.0","19.0606","Monday","20151005"
"1326","1342","50","","1.0","20.3443","Sunday","20151011"
"1326","867","171","","1.0","14.5751","Sunday","20151011"
"1326","867","49","","1.0","13.3424","Friday","20151009"
"1326","867","58","","1.0","13.352","Friday","20151009"
"1326","867","1","","1.0","12.31","Monday","20151005"
"1326","1331","43","","1.0","10.1639","Friday","20151009"
"1326","867","778","","1.0","14.5449","Friday","20151009"
"1326","1351","17","","1.0","19.0343","Monday","20151005"
"1326","1394","1","","1.0","10.235","Saturday","20151010"
"1326","1394","1","","1.0","10.235","Saturday","20151010"
"1326","1331","1","","1.0","10.5009","Friday","20151009"
"1326","867","530","","1.0","10.313","Wednesday","20151007"
"1326","867","369","","1.0","13.1047","Wednesday","20151007"
"1326","867","273","","1.0","15.302","Tuesday","20151006"
"1326","1394","16","","1.0","20.4829","Tuesday","20151006"
"1326","867","279","","1.0","12.0555","Monday","20151005"
"1326","1118","50","","1.0","20.4049","Sunday","20151011"
"1326","867","405","","1.0","13.2401","Monday","20151005"
"1326","867","666","","1.0","18.2312","Monday","20151005"
"1326","867","264","","1.0","18.0422","Monday","20151005"
"1326","867","17","","1.0","13.34","Friday","20151009"
"1326","1226","140","","1.0","19.5641","Tuesday","20151006"
"1326","867","392","","1.0","10.4325","Friday","20151009"
"1326","1394","90","","1.0","12.4635","Friday","20151009"
"1326","1394","117","","1.0","10.1627","Wednesday","20151007"
"1326","1394","59","","1.0","12.523","Friday","20151009"
"1326","867","1","","1.0","14.5538","Sunday","20151011"
"1326","867","307","","1.0","17.033","Friday","20151009"
"1326","867","211","","1.0","16.1432","Wednesday","20151007"
"1326","867","211","","1.0","16.1432","Wednesday","20151007"
"1326","1120","268","","1.0","11.5254","Wednesday","20151007"
"1326","867","291","","1.0","12.3107","Monday","20151005"
"1326","1118","540","","1.0","20.4204","Sunday","20151011"
"1326","867","137","","1.0","11.4115","Sunday","20151011"
"1326","867","199","","1.0","11.0424","Monday","20151005"
